"Sample","year","month","week","colour","cond","domgl","dopercent","oldo","odour","ph","temp","turb","tdscalc","langelier","palk","talk","bicarb","carb","ca","mg","thard","na","k","sulfate","cl","dissal","ammn","bod","br","chla","fl","dissfe","dissmn","no3","orgn","rawtoc","rawdoc","uv254doc","orthop","tp","si","sulphide","blgrnalg","grnalg","diatoms","flag","crust","nema","roti","otherfauna","totgrnbg","totcoli","fcoli","totcoliback","pltct","part","ecoli","sst","ssv","ssf","partal","total","totfe","totmn","orgc","suva","fecstrep","tds","prefm","damflow","dbar","salcalc","bicarbC","carbC","ionstrength","pk1","pk2","k1","k2","hplus","ao","a1","a2","totaldicnull","totaldic","dicumol","Site","pCO2","CO2flux","CO2fluxWk","iceoffdoy","iceondoy","iceoffweek","iceonweek","season","Seasonname","Spring determine"
1055,1995,9,37,40,492,8.9,91,"NA",50,8.48,16.2,5.77,"NA","NA",5,156,178,6,36,16,158,37,4.1,86,9.2,7,"NA",2.5,0.06,29,0.18,"NA",0.01,0.06,0.97,"NA",5.6,"NA",2,50,"NA","NA",2405,6120,4800,20,"NA","NA","NA","NA",8525,47,95,"NA",301,55253.18,"NA",12.5,5.3,7.2,330,337,0.14,0.04,"NA","NA",33,"NA","NA","NA",10.5,0.288494197,35.03796659,1.200891868,0.00861,6.347425869,10.25743571,0.000000449,0.0000000000553,0.00000000331,0.00719613,0.976502,0.01630187,36.23885846,36.50152821,3041.794017,"MLO",552.7994431,7.454874643,52.1841225,110,307,16,44,4,"fall",0
1056,1995,9,38,40,484,9.4,89,"NA",50,8.41,12.6,4.35,373,0.57,3,153,179,4,33,18,155,36,4,86,9.1,5,"NA","NA",0.06,21,0.18,"NA","NA","NA",0.83,"NA",6.5,"NA",3,74,4.1,"NA",1320,3980,4460,98,"NA","NA","NA","NA",5300,4,55,"NA",349.4,39805.99,"NA",10.5,4.8,5.7,282,287,0.15,0.04,"NA","NA",54,"NA","NA","NA",10.5,0.309848261,35.2348091,0.800594578,0.00847,6.389782327,10.29861227,0.000000408,0.0000000000503,0.00000000389,0.009335385,0.97802489,0.012639725,36.03540368,36.37497811,3031.248175,"MLO",616.832078,10.35194724,72.46363066,110,307,16,44,4,"fall",0
1057,1995,9,39,30,494,9.5,86,"NA",60,8.36,10.8,3.6,382,0.52,2,157,187,2,35,18,160,37,4.2,85,9,7,"NA",2.6,0.08,14,0.18,"NA","NA","NA",0.74,"NA",6,"NA",6,64,4.4,"NA",995,1100,1460,78,"NA","NA","NA","NA",2095,4,77,"NA",85.2,26152.59,"NA",9.6,4,5.6,183,190,0.1,0.03,"NA","NA",67,"NA","NA","NA",10.5,0.33149377,36.80954917,0.400297289,0.008645,6.410548299,10.31799863,0.000000389,0.0000000000481,0.00000000437,0.010989837,0.978234491,0.010775671,37.20984646,37.62332064,3135.27672,"MLO",680.3205534,13.50154907,94.51084351,110,307,16,44,4,"fall",0
1058,1995,10,40,25,494,9.5,89,"NA",50,8.43,12.1,3.35,387,0.61,"NA",159,194,"NA",34,18,159,36,4.1,87,9.1,5,0.04,1.8,0.05,13,0.18,"NA","NA","NA",0.75,"NA",6,"NA",8,70,4.8,"NA",270,1160,720,60,"NA","NA","NA","NA",1430,123,145,"NA",278,23105.39,"NA",7.8,3.4,4.4,233,238,0.12,0.02,"NA","NA",35,"NA","NA","NA",10.5,0.320516432,38.18744674,"NA",0.008645,6.395275769,10.30286793,0.000000402,0.0000000000498,0.00000000372,0.009027265,0.977868474,0.01310426,"NA","NA","NA","MLO",588.456093,9.249416785,64.74591749,110,307,16,44,4,"fall",0
1059,1995,10,41,35,500,9.9,88,"NA",30,8.29,9.9,4.22,386,0.45,"NA",158,193,"NA",36,17,160,36,4,86,9.1,6,0.05,2,0.09,4,0.18,"NA",0.01,"NA",0.79,"NA",5.8,"NA","NA",56,4.5,"NA",310,980,400,29,3,"NA","NA","NA",1290,"NA",12,"NA",122.5,36750.79,"NA",8.6,3.8,4.8,269,275,0.17,0.03,"NA","NA",18,"NA","NA","NA",10.5,0.343747926,37.99060423,"NA",0.00875,6.420923155,10.32777108,0.000000379,0.000000000047,0.00000000513,0.013218468,0.977817841,0.008963691,"NA","NA","NA","MLO",792.5496824,18.79670885,131.5769619,110,307,16,44,4,"fall",0
1060,1995,10,42,30,498,10.4,91,"NA",50,8.31,9.3,3.69,392,0.47,"NA",160,195,"NA",36,18,162,36,4,89,9.5,3,0.05,2.3,0.05,21,0.18,"NA",0.01,"NA",0.75,"NA",5.5,"NA",2,56,4.6,"NA",80,2640,1280,134,"NA","NA","NA","NA",2720,140,92,"NA",159.4,59408.59,"NA",15.7,4,11.7,494,497,0.26,0.02,"NA","NA",29,"NA","NA","NA",10.5,0.347878393,38.38428924,"NA",0.008715,6.428069658,10.33524717,0.000000373,0.0000000000462,0.0000000049,0.012834565,0.977938355,0.00922708,"NA","NA","NA","MLO",751.2846301,17.24177119,120.6923984,110,307,16,44,4,"fall",0
1061,1995,10,43,40,495,11.1,90,"NA",50,8.31,6.1,5.5,385,0.42,1,161,194,1,36,17,163,35,3.9,85,9.1,8,0.06,2,0.06,15,0.16,"NA","NA","NA",0.64,"NA",5.9,"NA",6,52,4.2,"NA",60,5520,420,328,"NA","NA",20,"NA",5580,122,163,"NA",81.6,39331.39,"NA",8.4,3.4,5,416,424,0.16,0.01,"NA","NA",6,"NA","NA","NA",10.5,0.377886405,38.18744674,0.200148645,0.0086625,6.466037753,10.37509267,0.000000342,0.0000000000422,0.0000000049,0.01400204,0.977582829,0.008415131,38.38759538,38.93273307,3244.394423,"MLO",725.5895302,17.69022521,123.8315764,110,307,16,44,4,"fall",0
1062,1995,11,44,35,492,11.6,90,"NA",50,8.4,4.4,3.77,391,0.48,"NA",160,195,"NA",36,18,165,36,3.9,88,9.5,9,0.04,2.9,"NA",9,0.19,"NA","NA","NA",0.6,"NA",5.4,"NA","NA",48,4.1,"NA",170,6920,380,298,"NA","NA","NA","NA",7090,109,174,"NA",42,33889.79,"NA",7.4,3,4.4,181,190,0.09,0.01,"NA","NA",7,"NA","NA","NA",10.5,0.394588732,38.38428924,"NA",0.00861,6.486351989,10.39721851,0.000000326,0.0000000000401,0.00000000398,0.011934079,0.97822086,0.009845061,"NA","NA","NA","MLO",580.7613262,11.00012237,77.00085661,110,307,16,44,4,"fall",0
1063,1995,11,45,25,509,12.4,88,"NA",40,8.38,1.3,2.76,400,0.42,3,166,195,4,36,18,167,37,4,92,9.6,7,0.09,2.8,0.05,11,0.19,"NA","NA",0.06,0.65,"NA",5.5,"NA","NA",46,3.9,"NA",20,6900,140,26,"NA","NA","NA","NA",6920,"NA","NA","NA",86,31620.79,"NA",5.6,2.6,3,167,174,0.07,0.01,"NA","NA",2,"NA","NA","NA",10.5,0.449476837,38.38428924,0.800594578,0.0089075,6.522736346,10.43561312,0.0000003,0.0000000000367,0.00000000417,0.013582906,0.977814227,0.008602867,39.18488382,39.7244574,3310.37145,"MLO",598.4524985,13.28574237,93.0001966,110,307,16,44,1,"winter",0
1064,1995,11,46,25,534,9.9,"NA","NA",30,8.2,"NA",2.53,417,0.27,"NA",173,211,"NA",39,19,175,38,4,92,9.6,4,"NA",3.2,0.06,13,0.2,"NA","NA",0.04,0.67,"NA",5.7,"NA",4,46,4.5,"NA","NA",1980,220,80,17,"NA","NA","NA",1980,3,50,"NA",112.4,24766,"NA",4.8,3,1.8,188,192,0.09,"NA","NA","NA",2,"NA","NA","NA",10.5,"NA",41.53376939,"NA",0.009345,"NA","NA","NA","NA",0.00000000631,"NA","NA","NA","NA","NA","NA","MLO",,,,110,307,16,44,1,"winter",0
1065,1995,11,47,25,537,10.1,"NA","NA",30,8.35,"NA",2.38,422,0.42,"NA",174,212,"NA",39,19,176,39,4,95,9.9,2,"NA",2.1,0.06,11,0.19,"NA","NA","NA",0.66,"NA",5.6,"NA",5,40,4.3,"NA","NA",3240,120,20,7,"NA","NA","NA",3240,122,4,"NA",106,24449,"NA",3.8,2.6,1.2,88,90,0.06,0.01,"NA","NA",2,"NA","NA","NA",10.5,"NA",41.7306119,"NA",0.0093975,"NA","NA","NA","NA",0.00000000447,"NA","NA","NA","NA","NA","NA","MLO",,,,110,307,16,44,1,"winter",0
1066,1995,12,48,25,549,9.3,68,"NA",30,8.05,2.6,2.25,428,0.19,"NA",177,216,"NA",41,19,180,39,4,95,10,2,0.05,2,0.06,6,0.19,"NA",0.01,0.07,0.66,"NA",5.7,"NA",3,46,4.1,"NA","NA",3440,160,241,250,"NA","NA","NA",3440,"NA","NA","NA",61,16913.8,"NA",3.8,2.2,1.6,74,76,0.04,0.01,"NA","NA",2,"NA","NA","NA",10.5,0.467042418,42.51798193,"NA",0.0096075,6.50577917,10.41260764,0.000000312,0.0000000000387,0.00000000891,0.027651629,0.968147553,0.004200818,"NA","NA","NA","MLO",1300.77517,52.42069324,366.9448527,110,307,16,44,1,"winter",0
1067,1995,12,49,25,557,9.6,71,"NA",30,8.11,2.6,1.5,434,0.25,"NA",179,218,"NA",41,19,181,39,4.1,98,10.3,"NA",0.05,1.6,0.06,8,0.18,"NA",0.02,0.12,0.59,"NA",5.8,"NA",4,34,4.4,"NA","NA",3240,"NA",154,20,"NA","NA","NA",3240,"NA","NA","NA",61.5,13965.4,"NA",2.6,1.8,0.8,62,62,0.04,0.03,"NA","NA",1,"NA","NA","NA",10.5,0.474139863,42.91166695,"NA",0.0097475,6.505504307,10.41150819,0.000000312,0.0000000000388,0.00000000776,0.024139505,0.971010784,0.004849711,"NA","NA","NA","MLO",1141.387698,43.41128836,303.8790185,110,307,16,44,1,"winter",0
1068,1995,12,50,15,574,10.3,76,"NA",20,8.07,2.7,1.22,437,0.22,"NA",179,218,"NA",41,20,184,41,4,98,10.2,"NA",0.05,2.3,0.08,10,0.2,"NA",0.02,0.16,0.58,"NA",6,"NA",5,32,4.5,"NA","NA",1020,40,16,3,"NA","NA","NA",1020,"NA","NA","NA",52,9571.4,"NA",2,1.4,0.6,41,41,0.03,0.02,"NA","NA","NA","NA","NA","NA",10.5,0.487733692,42.91166695,"NA",0.010045,6.503734097,10.40788173,0.000000314,0.0000000000391,0.00000000851,0.026312579,0.969235499,0.004451922,"NA","NA","NA","MLO",1260.155456,49.94926591,349.6448614,110,307,16,44,1,"winter",0
1069,1995,12,51,15,565,"NA","NA","NA",16,8.14,2.9,1.15,441,0.31,"NA",182,222,"NA",42,20,187,40,4.1,98,10.3,3,0.12,"NA",0.1,9,0.19,"NA",0.04,0.19,0.57,"NA",5.6,"NA",7,38,4.5,"NA","NA",210,"NA",242,"NA","NA","NA","NA",210,84,"NA","NA",50.3,7092.8,"NA",1.6,1.2,0.4,37,40,0.03,0.04,"NA","NA","NA","NA","NA","NA",10.5,0.476825851,43.69903699,"NA",0.0098875,6.501650036,10.406457,0.000000315,0.0000000000392,0.00000000724,0.022360611,0.972374653,0.005264736,"NA","NA","NA","MLO",1073.670577,39.16828536,274.1779975,110,307,16,44,1,"winter",0
1070,1995,12,52,15,568,9.6,71,"NA",20,8.22,2.7,0.93,447,0.39,"NA",182,222,"NA",43,19,187,41,4.1,102,10.9,1,"NA",2,0.06,8,0.2,"NA",0.04,0.28,0.54,"NA",5.9,"NA",9,34,4.8,"NA","NA",160,"NA",35,"NA","NA","NA","NA",160,"NA","NA","NA",105.7,5866.6,"NA",1.2,0.7,0.5,32,33,0.02,0.05,"NA","NA","NA","NA","NA","NA",10.5,0.482418991,43.69903699,"NA",0.00994,6.503936177,10.40869005,0.000000313,0.000000000039,0.00000000603,0.018746236,0.974940008,0.006313757,"NA","NA","NA","MLO",895.9748905,29.43148099,206.020367,110,307,16,44,1,"winter",0
1071,1996,1,1,15,574,9.8,73,"NA",20,8.17,3,0.77,455,0.35,"NA",186,227,"NA",43,20,189,41,4.2,104,10.5,"NA","NA",2.1,0.06,"NA",0.19,"NA","NA",0.27,0.56,"NA",5.5,"NA","NA","NA",4.8,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",59.3,"NA","NA",1.1,0.8,0.3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.5,0.483265195,44.68324953,"NA",0.010045,6.500152907,10.40392563,0.000000316,0.0000000000395,0.00000000676,0.020820365,0.973498831,0.005680804,"NA","NA","NA","MLO",1008.65298,35.40757809,247.8530466,120,304,18,44,1,"winter",0
1072,1996,1,2,15,577,9.3,69,"NA",16,8.16,2.9,0.81,458,0.35,"NA",187,228,"NA",44,19,191,41,4.2,106,11,6,0.14,2.1,0.06,6,0.2,"NA",0.04,0.4,0.55,"NA",5.8,"NA",12,30,4.9,"NA","NA",230,10,240,"NA","NA",10,"NA",230,"NA","NA","NA",36.9,4439,"NA",1.1,0.9,0.2,21,27,0.02,0.05,"NA","NA","NA","NA","NA","NA",10.5,0.487388979,44.88009204,"NA",0.0100975,6.50124587,10.40484034,0.000000315,0.0000000000394,0.00000000692,0.021350529,0.97311186,0.005537611,"NA","NA","NA","MLO",1032.344978,36.85709644,257.9996751,120,304,18,44,1,"winter",0
1073,1996,1,3,15,583,9.9,74,"NA",12,7.92,3,0.84,463,0.13,"NA",188,229,"NA",45,19,191,41,4.2,107,13.1,5,0.09,2,0.11,6,0.2,"NA",0.4,0.47,0.52,"NA",5.8,"NA",10,33,4.9,"NA","NA",380,10,154,"NA","NA","NA","NA",380,84,"NA","NA",36.2,4490,"NA",1.4,1,0.4,25,30,0.02,0.05,"NA","NA","NA","NA","NA","NA",10.5,0.491167934,45.07693455,"NA",0.0102025,6.499852239,10.40272296,0.000000316,0.0000000000396,0.000000012,0.036498732,0.960341155,0.003160113,"NA","NA","NA","MLO",1772.927791,77.99225966,545.9458176,120,304,18,44,1,"winter",0
1074,1996,1,4,15,596,8.8,65,"NA",12,7.97,3,0.98,478,0.18,"NA",197,240,"NA",44,21,198,43,4.4,109,11.6,7,0.12,1.6,0.07,5,0.2,"NA",0.03,0.53,0.52,"NA",5.8,"NA",12,28,5,"NA","NA",240,"NA",105,"NA","NA","NA","NA",240,84,"NA","NA",89.2,4578,"NA",1.1,0.8,0.3,25,32,0.02,0.04,"NA","NA",1,"NA","NA","NA",10.5,0.502593594,47.24220215,"NA",0.01043,6.499423012,10.40100605,0.000000317,0.0000000000397,0.0000000107,0.032614864,0.963812518,0.003572617,"NA","NA","NA","MLO",1596.637508,68.17278842,477.2095189,120,304,18,44,1,"winter",0
1075,1996,2,5,15,602,8.1,60,"NA",10,7.86,3,1,476,0.08,"NA",197,240,"NA",44,22,199,42,4.4,107,11.4,4,0.19,1.3,0.07,4,0.2,"NA",0.02,0.41,0.52,"NA",5.7,"NA",12,29,5.2,"NA","NA",210,"NA",50,"NA","NA",10,"NA",210,84,"NA","NA",52.6,4854,"NA",0.8,0.6,0.2,32,36,0.03,0.04,"NA","NA","NA","NA","NA","NA",10.5,0.50787115,47.24220215,"NA",0.010535,6.499226879,10.40022152,0.000000317,0.0000000000398,0.0000000138,0.041639518,0.95560589,0.002754592,"NA","NA","NA","MLO",2042.822442,93.02643709,651.1850596,120,304,18,44,1,"winter",0
1076,1996,2,6,15,618,7.7,57,"NA",8,7.81,2.9,1.27,483,0.03,"NA",201,245,"NA",44,22,202,43,4.4,107,11.6,"NA",0.21,1.3,0.06,3,0.21,"NA",0.03,0.3,0.54,"NA",5.9,"NA",14,36,5.8,"NA","NA",290,10,209,"NA","NA","NA","NA",290,84,"NA","NA",32.6,8457,"NA",1.1,0.8,0.3,39,39,0.03,0.06,"NA","NA","NA","NA","NA","NA",10.5,0.523560132,48.22641469,"NA",0.010815,6.49990328,10.39946998,0.000000316,0.0000000000399,0.0000000155,0.046566894,0.950985711,0.002447395,"NA","NA","NA","MLO",2295.297606,107.4697426,752.288198,120,304,18,44,1,"winter",0
1077,1996,2,7,15,607,8.1,60,"NA",8,7.72,2.9,1.08,483,-0.05,"NA",199,242,"NA",45,22,203,44,4.5,106,13.2,"NA","NA",2.4,0.08,"NA",0.2,"NA","NA",0.4,0.55,"NA",5.9,"NA","NA","NA",5.8,"NA","NA","NA","NA",330,"NA","NA","NA","NA","NA","NA","NA","NA",193.2,"NA","NA",1.2,0.7,0.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10.5,0.51384366,47.63588717,"NA",0.0106225,6.500257878,10.40088837,0.000000316,0.0000000000397,0.0000000191,0.056751757,0.941285637,0.001962606,"NA","NA","NA","MLO",2777.157803,134.4010661,940.8074628,120,304,18,44,1,"winter",0
1078,1996,2,8,20,623,6.9,52,"NA",4,7.7,3.3,1.17,491,-0.05,"NA",203,247,"NA",46,22,205,44,4.5,110,11.6,"NA","NA",1.5,0.11,"NA",0.2,"NA",0.03,0.3,0.52,"NA",5.6,"NA",16,40,6.1,"NA","NA",630,80,285,"NA","NA","NA","NA",630,"NA","NA","NA",72.9,6810,"NA",1.7,1.1,0.6,40,40,0.04,0.08,"NA","NA","NA","NA","NA","NA",10.5,0.521561884,48.62009971,"NA",0.0109025,6.494970687,10.39357369,0.00000032,0.0000000000404,0.00000002,0.058596025,0.939501479,0.001902496,"NA","NA","NA","MLO",2933.178278,141.103706,987.7259418,120,304,18,44,1,"winter",0
1079,1996,3,9,15,630,7,52,"NA",6,7.67,3.3,1.07,498,-0.08,"NA",206,251,"NA",46,22,208,45,4.7,112,11.9,3,0.17,1.8,0.07,4,0.21,"NA",0.05,0.41,0.46,"NA",5.7,"NA",16,37,5.7,"NA","NA",520,50,167,"NA","NA","NA","NA",520,"NA","NA","NA",27.4,8246,"NA",1.1,0.6,0.5,33,36,0.03,0.09,"NA","NA","NA","NA","NA","NA",10.5,0.527675611,49.40746975,"NA",0.011025,6.494748212,10.39268379,0.00000032,0.0000000000405,0.0000000214,0.062502404,0.935725592,0.001772004,"NA","NA","NA","MLO",3139.282394,152.4592303,1067.214612,120,304,18,44,1,"winter",0
1080,1996,3,10,15,638,8.3,62,"NA",8,7.71,2.9,1.06,502,-0.04,"NA",209,255,"NA",46,23,210,46,4.6,110,11.6,1,0.2,1.3,0.07,5,0.21,"NA",0.06,0.52,0.55,"NA",5.8,"NA",15,36,6,"NA","NA",600,50,330,"NA","NA",10,"NA",600,"NA","NA","NA",23.5,9530,"NA",1.4,0.8,0.6,33,34,0.03,0.1,"NA","NA","NA","NA","NA","NA",10.5,0.541248495,50.19483978,"NA",0.011165,6.499268568,10.39693113,0.000000317,0.0000000000401,0.0000000195,0.057874247,0.940192513,0.001933239,"NA","NA","NA","MLO",2880.052665,140.1537763,981.0764338,120,304,18,44,1,"winter",0
1081,1996,3,11,20,642,7,52,"NA",8,7.67,2.9,1.09,504,-0.07,"NA",210,256,"NA",47,23,211,45,4.5,111,11.2,6,0.25,1.8,0.08,8,0.21,"NA",0.08,0.54,0.59,"NA",5.9,"NA",10,37,6.3,"NA","NA",840,140,104,"NA","NA","NA","NA",840,"NA","NA","NA",25.3,11609,"NA",1.6,0.8,0.8,42,48,0.03,0.12,"NA","NA","NA","NA","NA","NA",10.5,0.544789537,50.39168229,"NA",0.011235,6.499143132,10.39642939,0.000000317,0.0000000000401,0.0000000214,0.063098966,0.935145336,0.001755698,"NA","NA","NA","MLO",3144.969685,154.9599114,1084.71938,120,304,18,44,1,"winter",0
1082,1996,3,12,20,629,8,60,"NA",10,7.64,3.1,1.39,495,-0.11,"NA",204,249,"NA",46,22,206,45,4.7,108,13.9,4,0.16,1.3,0.06,27,0.21,"NA",0.1,0.52,0.65,"NA",6.2,"NA",13,45,6.6,"NA","NA",5080,240,275,"NA","NA","NA","NA",5080,123,50,"NA",943.8,21055,"NA",2.6,1.6,1,40,44,0.03,0.14,"NA","NA",3,"NA","NA","NA",10.5,0.530027347,49.01378473,"NA",0.0110075,6.497165819,10.39543534,0.000000318,0.0000000000402,0.0000000229,0.067030325,0.931334101,0.001635574,"NA","NA","NA","MLO",3339.484233,164.6539377,1152.577564,120,304,18,44,1,"winter",0
1083,1996,3,13,40,629,9,69,"NA",20,7.82,4,2.08,491,0.09,"NA",202,246,"NA",47,21,204,45,4.4,110,11.8,2,"NA",1.6,0.08,40,0.2,"NA",0.08,0.35,0.82,"NA",6,"NA","NA",40,5.6,"NA","NA",11580,4180,16,"NA","NA","NA","NA",11580,"NA","NA","NA",91,36354,"NA",7.2,4.4,2.8,31,33,0.02,0.14,"NA","NA","NA","NA","NA","NA",10.5,0.515763614,48.4232572,"NA",0.0110075,6.486436109,10.38368044,0.000000326,0.0000000000413,0.0000000151,0.044219112,0.953177772,0.002603116,"NA","NA","NA","MLO",2280.567326,102.5915657,718.14096,120,304,18,44,1,"winter",0
1084,1996,4,14,40,628,9.7,75,"NA",40,7.82,4.5,2.7,501,0.11,"NA",209,255,"NA",47,23,211,45,4.5,109,11.6,3,0.07,4.9,0.07,38,0.2,"NA",0.09,0.18,0.72,"NA",6.2,"NA","NA",38,5.5,"NA","NA",20020,14040,328,3,"NA","NA","NA",20020,"NA","NA","NA",84.8,40606,"NA",6.6,4,2.6,30,33,0.03,0.15,"NA","NA",1,"NA","NA","NA",10.5,0.507268208,50.19483978,"NA",0.01099,6.480514577,10.37733981,0.000000331,0.0000000000419,0.0000000151,0.043644748,0.953712371,0.002642881,"NA","NA","NA","MLO",2290.532959,101.3445181,709.4116267,120,304,18,44,1,"winter",0
1085,1996,4,15,50,596,10.2,78,"NA",40,8.09,4.1,3.78,469,0.33,"NA",197,240,"NA",45,21,198,42,4.6,101,11,4,0.15,5.4,0.06,50,0.19,"NA",0.06,0.1,0.88,"NA",6.3,"NA",10,67,4.8,"NA","NA",14490,9000,226,"NA","NA","NA","NA",14490,146,108,"NA",1540,48787,"NA",7,4.2,2.8,49,53,0.04,0.15,"NA","NA",790,"NA","NA","NA",10.5,0.486128029,47.24220215,"NA",0.01043,6.486308922,10.38663895,0.000000326,0.0000000000411,0.00000000813,0.024181865,0.970914232,0.004903904,"NA","NA","NA","MLO",1232.522595,46.08872779,322.6210945,120,304,18,44,1,"winter",0
1086,1996,4,16,60,589,8.4,65,"NA",32,7.69,4.6,4.55,463,-0.07,"NA",193,235,"NA",44,21,197,40,4.7,102,11.2,7,0.15,5.6,0.08,45,0.18,"NA",0.34,0.32,0.96,"NA",6.6,"NA",16,87,5.4,"NA","NA",12015,11205,212,3,"NA","NA","NA",12015,35,"NA","NA",5611,61643,"NA",9.2,6,3.2,122,129,0.07,0.45,"NA","NA",10,"NA","NA","NA",10.5,0.473076865,46.2579896,"NA",0.0103075,6.480587159,10.381102,0.000000331,0.0000000000416,0.0000000204,0.058041089,0.940044451,0.00191446,"NA","NA","NA","MLO",2987.05315,137.6336249,963.4353742,120,304,18,44,1,"winter",0
1087,1996,4,17,40,619,9.2,72,"NA",30,7.85,5,7.39,490,0.15,"NA",207,252,"NA",47,22,206,44,4.4,103,13.2,1,0.11,2.4,0.06,25,0.19,"NA",0.32,"NA",0.8,"NA",6.9,"NA","NA",54,4.4,"NA","NA",9350,6950,330,"NA","NA","NA","NA",9350,"NA",2,"NA",1965,"NA","NA",7.6,3.8,3.8,166,167,0.08,0.42,"NA","NA",12,"NA","NA","NA",10.5,0.49235141,49.60431225,"NA",0.0108325,6.474853731,10.37206492,0.000000335,0.0000000000425,0.0000000141,0.040333927,0.956790319,0.002875755,"NA","NA","NA","MLO",2145.58221,92.08396973,644.5877881,120,304,18,44,1,"winter",0
1088,1996,5,18,50,441,10,75,"NA",24,7.63,3.3,7.12,351,-0.35,"NA",154,188,"NA",33,15,143,30,4.6,68,7.6,10,0.12,3.2,"NA",15,0.14,0.03,0.15,0.26,0.83,"NA",6.6,"NA",34,102,4.6,"NA","NA",1920,1360,76,"NA","NA","NA","NA",1920,"NA",4,"NA",490,19821,"NA",8.6,3.6,5,570,580,0.3,0.2,"NA","NA",16,"NA","NA","NA",10.5,0.363905519,37.00639168,"NA",0.0077175,6.501405738,10.41931389,0.000000315,0.0000000000381,0.0000000234,0.06911864,0.929371712,0.001509648,"NA","NA","NA","MLO",3113.005614,150.998078,1056.986546,120,304,18,44,2,"Spring","Spring"
1089,1996,5,19,50,440,10.3,83,"NA",40,8.04,6,6.95,335,0.1,"NA",144,176,"NA",35,14,147,28,4.6,66,7.2,8,0.09,2.8,"NA",31,0.14,"NA","NA","NA",0.82,"NA",6.9,"NA",17,110,4.6,"NA","NA",3480,780,211,"NA","NA","NA","NA",3480,"NA",50,"NA",392,34963,"NA",7.8,3.2,4.6,339,347,0.22,0.07,"NA","NA",9,"NA","NA","NA",10.5,0.335335342,34.64428157,"NA",0.0077,6.469321465,10.38474186,0.000000339,0.0000000000412,0.00000000912,0.026055333,0.969561043,0.004383624,"NA","NA","NA","MLO",1298.397465,46.50635924,325.5445147,120,304,18,44,2,"Spring","Spring"
1090,1996,5,20,50,443,11.5,97,"NA",32,8.26,7.9,4,344,0.37,"NA",147,179,"NA",36,15,153,29,4.6,68,7.4,21,0.13,"NA","NA",17,0.14,"NA",0.04,"NA",0.83,"NA",6.1,"NA",2,77,4.5,"NA",2,1980,1140,126,"NA","NA","NA","NA",1982,"NA",4,"NA",176.8,28719,"NA",6.6,3.8,2.8,146,167,0.1,"NA","NA","NA",3,"NA","NA","NA",10.5,0.320148776,35.2348091,"NA",0.0077525,6.446693586,10.36061521,0.000000358,0.0000000000436,0.0000000055,0.015020675,0.977227916,0.007751409,"NA","NA","NA","MLO",806.2274673,20.53857354,143.7700147,120,304,18,44,2,"Spring","Spring"
1091,1996,5,21,30,442,9.7,92,"NA",40,8.22,12.7,3.1,"NA","NA","NA",145,177,"NA",36,15,153,29,4.6,60,6.4,1,0.06,2.1,0.04,12,0.14,"NA","NA","NA",0.71,"NA",6.5,"NA",5,63,"NA","NA",5,1870,1000,146,7,"NA","NA","NA",1875,"NA","NA","NA",126,25695,"NA",5.8,3.8,2,86,87,0.08,0.02,"NA","NA",3,"NA","NA","NA",10.5,0.281446693,34.84112408,"NA",0.007735,6.390220675,10.30391204,0.000000407,0.0000000000497,0.00000000603,0.014465297,0.977477308,0.008057395,"NA","NA","NA","MLO",933.5854211,23.31524208,163.2066946,120,304,18,44,3,"summer",0
1092,1996,5,22,25,450,9.8,92,"NA",40,8.41,12.6,3.07,350,0.62,"NA",150,182,"NA",37,15,154,29,4.7,71,7.8,6,0.06,2.4,"NA",6,0.14,"NA","NA","NA",0.74,"NA",7,"NA",7,60,3.8,"NA",32,1140,440,64,7,"NA","NA","NA",1172,122,4,"NA",136,27409,"NA",5,2.2,2.8,114,120,0.08,0.02,"NA","NA",4,"NA","NA","NA",10.5,0.287421556,35.82533663,"NA",0.007875,6.391079084,10.3037993,0.000000406,0.0000000000497,0.00000000389,0.009364445,0.978144369,0.012491186,"NA","NA","NA","MLO",606.1325362,9.896021591,69.27215114,120,304,18,44,3,"summer",0
1093,1996,6,23,30,444,9.4,93,"NA",54,8.44,14.6,3.55,344,0.67,"NA",148,180,"NA",37,15,153,29,4.4,68,7.5,3,0.05,2.1,0.04,11,0.14,"NA","NA","NA",0.75,"NA",6.3,"NA",3,63,3.4,"NA",83,1440,1840,241,"NA","NA","NA","NA",1523,27,50,"NA",99.2,29712,"NA",6.4,3.4,3,174,177,0.09,0.03,"NA","NA",1,"NA","NA","NA",10.5,0.269774085,35.43165161,"NA",0.00777,6.367912482,10.28223529,0.000000429,0.0000000000522,0.00000000363,0.008281332,0.977659732,0.014058936,"NA","NA","NA","MLO",578.6990811,8.525195043,59.6763653,120,304,18,44,3,"summer",0
